106	78216	San Antonio	08216 Martinez Terrace	1407
107	78256	San Antonio	576 Parker Street Suite 200	1407
108	78209	San Antonio	84782 Megan Ferry	1407
109	78254	San Antonio	3090 Obrien Heights	1407
110	78238	San Antonio	PSC 0383, Box 2000	1407
111	78255	San Antonio	7527 Beck Forks Suite 782	1407
112	78204	San Antonio	5450 Foster Ramp	1407
113	78222	San Antonio	030 Ryan Dale Apt. 434	1407
114	78248	San Antonio	5426 Jessica Manors	1407
115	78203	San Antonio	827 Moore Crossing	1407
116	78251	San Antonio	75131 Torres Point Apt. 829	1407
117	78235	San Antonio	95057 Patrick Islands	1407
118	78215	San Antonio	7932 Rodriguez Light	1407
119	78231	San Antonio	2361 Ryan Pass	1407
120	78217	San Antonio	406 Abigail Station	1407
121	78252	San Antonio	117 Tom Mews	1407
122	78225	San Antonio	565 Ellis Inlet Suite 586	1407
123	78211	San Antonio	595 Terri Cape	1407
124	78213	San Antonio	5566 Mercado Tunnel	1407
125	78245	San Antonio	61394 Ryan Islands	1407
126	78232	San Antonio	5123 Holmes Branch Suite 465	1407
127	78263	San Antonio	USS Padilla	1407
128	78202	San Antonio	335 Amanda Avenue	1407
129	78230	San Antonio	5111 Joshua Island	1407
130	75706	Tyler	Unit 5173 Box 2726	1407
131	75707	Tyler	905 Stephanie Knoll	1407
132	76542	Killeen	8491 Murray Valleys	1407
133	76549	Killeen	2464 Rebecca Terrace Suite 494	1407
134	76543	Killeen	1002 Baker Square Apt. 593	1407
135	79118	Amarillo	43111 Lisa Islands Suite 652	1407
136	79111	Amarillo	28326 Mejia Orchard	1407
137	79109	Amarillo	2875 Ramirez Forges	1407
138	79103	Amarillo	0960 Murray Prairie	1407
139	79101	Amarillo	4630 Karen Divide	1407
140	79105	Amarillo	71394 Steven Trail	1407
141	79104	Amarillo	PSC 4107, Box 6521	1407
142	79108	Amarillo	81903 Randall Lock Suite 002	1407
143	76010	Arlington	USS Kane	1407
144	76006	Arlington	693 Owen Road Apt. 538	1407
145	76016	Arlington	861 Nelson Ports Suite 428	1407
146	76001	Arlington	65706 Meza Ways Apt. 111	1407
147	76014	Arlington	5819 Ronald Well	1407
148	76017	Arlington	131 Maria Loop Suite 306	1407
149	77551	Galveston	PSC 4013, Box 7919	1407
150	77554	Galveston	92926 Howell Land Suite 944	1407
151	79605	Abilene	8491 Brenda Keys	1407
152	79699	Abilene	591 Johnny Islands	1407
153	78521	Brownsville	21965 Jackson Station Apt. 493	1407
154	78401	Corpus Christi	21665 Graves Manors Apt. 193	1407
155	78409	Corpus Christi	PSC 1995, Box 7619	1407
156	78413	Corpus Christi	5860 Aguirre Common	1407
157	78419	Corpus Christi	USNS Perry	1407
158	78408	Corpus Christi	6499 Miller Summit Apt. 651	1407
159	78406	Corpus Christi	401 Hoffman Fields Suite 623	1407
160	78411	Corpus Christi	2195 Nicole Road	1407
161	78402	Corpus Christi	07027 Jones Pine Suite 012	1407
162	78404	Corpus Christi	302 Charles Place Suite 938	1407
163	78418	Corpus Christi	238 Travis Ranch Apt. 134	1407
164	77320	Huntsville	254 Robinson Ville	1407
165	77342	Huntsville	11916 Erik Plains	1407
166	75503	Texarkana	2395 Turner Glen Apt. 097	1407
167	75501	Texarkana	682 Webb Shore Suite 540	1407
168	77807	Bryan	8598 Nelson Manors Suite 485	1407
169	77808	Bryan	Unit 9107 Box 2401	1407
170	76306	Wichita Falls	439 Ruth View	1407
171	76310	Wichita Falls	Unit 3920 Box 9300	1407
172	76309	Wichita Falls	3224 Harper Tunnel	1407
173	76308	Wichita Falls	5705 Casey Squares Apt. 489	1407
174	78040	Laredo	397 Wood Avenue Apt. 839	1407
175	78046	Laredo	626 Perez Spur	1407
176	78044	Laredo	068 Thomas Underpass Apt. 019	1407
177	78045	Laredo	54829 Edward Light Apt. 148	1407
178	78043	Laredo	924 Valerie Green Suite 761	1407
179	77845	College Station	8877 Ashley Rest	1407
180	77840	College Station	79221 Andrew Shores	1407
181	76708	Waco	79803 Dominguez Fields	1407
182	76701	Waco	6501 Jonathan Spurs	1407
183	76707	Waco	940 Steve Park Suite 618	1407
184	79415	Lubbock	64568 Angela Plaza	1407
185	79423	Lubbock	123 White Plains Apt. 955	1407
186	79401	Lubbock	2590 Paul Skyway Apt. 522	1407
187	79412	Lubbock	79963 Grant Crescent Suite 702	1407
188	79766	Odessa	17071 Zamora View Apt. 232	1407
189	79765	Odessa	575 Melissa Pines Suite 138	1407
190	79764	Odessa	106 King Circles	1407
191	79763	Odessa	7830 Barr Run Suite 150	1407
192	79706	Midland	5876 Amy Meadows Suite 945	1407
193	79701	Midland	018 Johnson Green Apt. 574	1407
194	79703	Midland	2761 Rodriguez Plains	1407
195	77640	Port Arthur	945 White Expressway Apt. 362	1407
196	76209	Denton	77523 Black Forge Suite 205	1407
197	75962	Nacogdoches	4815 Hunter Corners Apt. 891	1407
198	75025	Plano	72326 Wilson Station Suite 345	1407
199	78802	Uvalde	34372 Shelia Stravenue	1407
200	77901	Victoria	Unit 1116 Box 4749	1407
201	77036	Houston	5700a Hillcroft Ave	1407
202	77478	Sugarland	14025 Southwest Fwy #501	1407
